Number|Set|Rarity|Title|SubTitle|Type|Cost|Affiliation|Die Limit|Ability|Global|Field1|Field2|Field3|Attack1|Attack2|Attack3|Defense1|Defense2|Defense3|Burst1|Burst2|Burst3|Level 1|Level 2|Level 3|TFC
122|Uncanny X-Men|Rare|Cerebro|Mutant Hunter|Mask|4||2|"Place Cerebro on a die's card. It remains there until you or a card effect removes it (it is still in the field). At the start of your turn, you may move Cerebro to your used pile to search your bag for a die from that card and roll it."||||||||||||*|**||*|**|0
123|Uncanny X-Men|Super Rare|Emma Frost|Hellfire Club|Shield|5|Villain|4|"Whenever Emma Frost is damaged by a [Fist] character, redirect the first 1 damage from her to your opponent."||1|1|2|3|4|5|5|6|7||||135|146|257|4
124|Uncanny X-Men|Super Rare|Iron Man|Industrialist|Shield|6|Avengers|4|"Cancel all damage that Villains deal to Iron Man. * Double Iron Man's attack value while he is engaged with a Villain."|Pay [Shield]. Target character gains the Villain affiliation.|1|1|2|3|4|5|5|6|7|||*|135|146|257*|4
125|Uncanny X-Men|Super Rare|Scarlet Witch|Controls Probability|Bolt|4|X-Men|4|"While Scarlet Witch is active, you may reroll any or all of your dice one additional time during the roll and reroll step."||0|0|1|1|3|5|3|3|3||||013|033|153|1
126|Uncanny X-Men|Super Rare|Spider-Man|Superhero|Fist|5||4|"Heroic: When fielded, Spider-Man may pair up with a different Heroic character until the start of your next turn. While Spider-Man is paired up, when he and/or his partner are knocked out, each may deal its attack in damage to a [Bolt] or [Mask] character."||0|1|1|3|4|5|3|4|5||||033|144|155|2
1|Age of Apocalypse|OP|Magneto|Heir to the Dream|Mask|7|X-Men|4|"While active, if your opponent has no active Villain characters, draw an additional die during the clear and draw step."||1|2|3|4|5|6|4|7|8||||144|257|368|6
2|Age of Apocalypse|OP|Apocalypse|Earth-295|Bolt|7|Villain|3|"When fielded, reroll all other non-Apocalypse characters. Your opponent takes 2 damage for each of his or her dice that rolled energy."||1|2|2|3|5|6|5|6|7||*|*|135|256*|267*|5
3|Age of Apocalypse|OP|Beast|Nefarious Geneticist|Mask|4|Villain|4|"When Beast blocks, you may purchase a die with a cost 2 or lower for free. * You may purchase a die with a cost three or lower instead."||0|0|1|1|2|2|2|3|4|*|||012*|023|124|1
4|Days of Future Past|OP|Kitty Pryde|On A Mission|Mask|4|X-Men|4|You may spin down a friendly character with the X-men affiliation to give Kitty Pryde +2A and +2D until the end of your turn. (You may use this ability any time you may use a Global Ability).||0|0|1|2|3|3|2|2|3||||022|032|133|1
5|Days of Future Past|OP|Sentinel|Omega|Shield|6|Villain|4|Sentinel takes 2 less damage from characters with the X-Men affiliation that it is engaged with.||1|2|3|5|6|8|5|6|8||||155|266|388|6
6|Days of Future Past|OP|Wolverine|Wanted|Fist|6|X-Men|4|Wolverine may attack a character with the Villain affiliation in the field instead of your opponent (he may be blocked normally).||1|2|3|5|6|8|2|3|4|*|*||152*|263*|384|6
7|Dark Phoenix Saga|OP|Marvel Girl|Humanity|Bolt|5|X-Men|4|"When you are attacked, you may spin up Marvel Girl one level. If you do, gain 2 life."||1|2|3|3|5|6|3|5|6||||133|255|366|6
8|Dark Phoenix Saga|OP|Emma Frost|White Queen|Shield|5|Villain|4|"When fielded, you may pay [Shield] to replace an opposing [Fist] character with a Sidekick from the opponent's used pile."||1|1|2|3|4|5|5|6|7||||135|146|257|4
9|Dark Phoenix Saga|OP|Phoenix|Dark Phoenix|Bolt|7|Villain|4|"When fielded, KO a target character with the X-Men affiliation. If that character is named Wolverine or Cyclops, deal 2 damage to its owner."||1|2|3|5|7|8|5|7|8||||155|277|388|6
