Number|Set|Rarity|Title|SubTitle|Type|Cost|Affiliation|Die Limit|Ability|Global|Field1|Field2|Field3|Attack1|Attack2|Attack3|Defense1|Defense2|Defense3|Burst1|Burst2|Burst3|Level 1|Level 2|Level 3|TFC
120|Avengers vs. X-Men|Rare|Punisher|Big Nothing|Bolt|6||4|"When Punisher assigns to attack, he deals 2 damage to each opposing character. Your opponenet can prevent this effect by paying 4 life."||1|1|2|4|5|6|1|2|3||||141|152|263|4
121|Avengers vs. X-Men|Rare|Rogue|Can't Touch This|Mask|6|X-Men|4|"When fielded, capture an opposing fielded character (until the end of the turn). Rogue copies that character's stats and abilities."||1|2|2|2|4|5|3|5|6||||123|245|256|5
122|Avengers vs. X-Men|Rare|Silver Surfer|Sky-Rider|Shield|7||4|"At the start of the attack step, if your opponent has more life than you, double Silver Surfer's attack and defense."|"Once during your  turn, pay [Shield] and take 2 damage to draw a die and place it in your prep area."|1|2|3|5|7|8|5|5|7||||155|275|387|6
123|Avengers vs. X-Men|Rare|Thing|Idol of Millions|Fist|7|Fantastic Four|4|"When fielded, if you opponent has more fielded characters than you, draw and roll 3 dice (place them in your reserve pool)."||1|2|3|3|5|8|3|5|6||||133|255|386|6
124|Avengers vs. X-Men|Rare|Venom|Angelo Fortunato|Fist|6|Villain|4|"While Venom is active, your opponent's non-[Fist] characters get -2A and -2D. * Your [Fist] characters get +1A and +1D."|Pay [Fist] to spin an opponent's [Fist] character down 1 level.|1|1|2|4|5|6|4|5|6||*|*|144|155*|266*|4
125|Avengers vs. X-Men|Rare|War Machine|James Rhodes|Shield|5||4|"When fielded, if you have Iron Man fielded, knock out an opponent's character."|"When one of your [Shield] characters damages your opponent in the attack step, pay [Shield] to gain 1 life."|1|1|2|3|4|5|4|5|6||||134|145|256|4
126|Avengers vs. X-Men|Rare|Wolverine|Formerly Weapon Ten|Fist|4|X-Men|4|"When Wolverine attacks alone, he gains +4A and +4D."||1|2|3|5|6|8|2|3|4|*|*||152*|263*|384|6
127|Avengers vs. X-Men|Rare|Mjolnir|Thor's Hammer|Bolt|5||3|"Deal 4 damage to all characters other than Thor (yours and your oponent's). * Deal 5 damage instead."|Pay [Bolt][Bolt] to deal 1 damage to a target character.|||||||||||*|**||*|**|0
128|Avengers vs. X-Men|Rare|Vibranium Shield|Cap's Protection|Shield|5||4|Place this die touching your target character. It does not go to your used pile. You may place this die in the used pile at any time to prevent all damage to the character for the rest of the turn.|Pay [Shield] to prevent 1 damage to a character or player.|||||||||||*|**||*|**|0
129|Avengers vs. X-Men|Super Rare|Black Widow|Tsarina|Fist|2|Avengers|4|"When Black Widow attacks, she deals 2 damage to your opponent. Your opponent can prevent this by spinning one of his or her characters down one level."||0|0|1|2|2|3|1|2|3||||021|022|133|1
130|Avengers vs. X-Men|Super Rare|Green Goblin|"""Gobby"""|Bolt|3|Villain|4|"When fielded, Green Goblin deals 1 damage to your opponent for each Sidekick in the field (count your Sidekicks only)."||0|1|1|2|3|5|2|3|5||||022|133|155|2
131|Avengers vs. X-Men|Super Rare|Mr. Fantastic|Elastic|Mask|4|Fantastic Four|4|You may spin Mr. Fantastic down 1 level to allow him to block an additional character (or 2 levels to block two additional characters).||1|2|2|1|2|2|5|6|7||||115|226|227|5
132|Avengers vs. X-Men|Super Rare|Wolverine|Canucklehead|Fist|6|X-Men|3|"When Wolverine attacks alone, he cannot be blocked."||1|2|3|5|6|8|2|3|4|*|*||152*|263*|384|6
1|Avengers vs. X-Men|OP|Teamwork||Action|3||3|Each of your fielded characters gains +1A and +1D for each other of your fielded characters that shares a team affiliation with it.||||||||||||*|**||*|**|0
2|Avengers vs. X-Men|OP|Rally!||Action|3||3|"Move up to 2 Sidekicks from your used pile to the field. ** Move 3 Sidekicks instead."||||||||||||*|**||*|**|0
3|Avengers vs. X-Men|OP|Deflection||Action|3||3|"Choose an energy type. Characters of that type get +1D. ** Those characters get +3D instead."|Pay [Shield]. Prevent 1 damage to a character.|||||||||||*|**||*|**|0
4|Avengers vs. X-Men|OP|Teleport||Action|4||3|"Swap your fielded character with a character die of the same energy type from your used pile or prep area. Spin it to the same level. */** Spin the new character up a level."||||||||||||*|**||*|**|0
5|Avengers vs. X-Men|OP|Collateral Damage||Action|4||3|Deal one damage to your opponent for each opposing character you knock out this turn.||||||||||||*|**||*|**|0
6|Avengers vs. X-Men|OP|Takedown||Action|3||3|Deal 2 damage to a non-[Shield] character. If it's a Villain deal 4 damage instead.|Pay [Mask]. Target character is gains the Villain affiliation until the end of the turn.|||||||||||*|**||*|**|0
7|Avengers vs. X-Men|OP|Thor|The Mighty|Bolt|7|Avengers|4|"When fielded, you may knock out an opposing [Fist] character and gain life equal to its level."||1|2|3|5|6|8|6|8|8||||156|268|388|6
8|Avengers vs. X-Men|OP|Spider-Man|The Amazing|Fist|6|Avengers||"When Spider-Man attacks, you may pay [Fist][Fist][Fist] to make your opponent lose half his life, rounded down (before damage is dealt)."||0|1|1|3|4|5|3|4|5||||033|144|155|2
9|Avengers vs. X-Men|OP|Wolverine|Walking His Own Path|Fist|7||2|"When Wolverine attacks alone, double your life. This effect cannot raise your life to a value higher than 10."||1|2|3|5|6|8|2|3|4|*|*||152*|263*|384|6
10|Avengers vs. X-Men|OP|Colossus|Phoenix Force|Fist|8|Phoenix Force|2|"While Colossus is active, knock out the non-Sidekick character with the lowest cost at the end of each of your turns (you break ties)."|"Once per turn, pay [Fist][Fist]. Double the attack and defense of one of your Phoenix Force dice in the field"|1|1|2|4|6|8|4|5|7||*|*|144|165*|287*|4
11|Avengers vs. X-Men|OP|Iron Man|Phoenix Buster|Shield|7|Avengers|2|"Each time Iron Man takes damage, you may move 1 Sidekick from your used pile to your prep area."||1|1|2|3|4|5|5|6|7|||*|135|146|257*|4
12|Avengers vs. X-Men|OP|Cyclops|Phoenix Force|Bolt|8|Phoenix Force|2|"When Cyclops is blocked, your opponent must immediately knock out one of his other characters if able."|Pay [Fist][Fist] on your turn. Move a Phoenix Force die from your used pile to the field at its lowest level.|1|1|1|4|5|6|2|3|4||||142|153|164|3
13|Avengers vs. X-Men|OP|Phoenix Force|Force of Nature|Bolt|10|Phoenix Force|1|"While Phoenix Force is active, each of your opponent's characters deals no more than 1 damage to you while attacking."||1|2|3|5|7|9|5|7|9||||155|277|399|6
